"id","mac_prefix","vendor_short_name","vendor_full_name"
22857,"2C:39:C1","Ciena","Ciena Corporation"
22858,"2C:3A:28","FagorElectró","Fagor Electrónica"
22859,"2C:3A:91","HuaweiDevice","Huawei Device Co., Ltd."
22860,"2C:3A:B1","HuaweiDevice","Huawei Device Co., Ltd."
22861,"2C:3A:E8","Espressif","Espressif Inc."
22862,"2C:3A:FD","AVMAudiovisu","AVM Audiovisuelles Marketing und Computersysteme GmbH"
22863,"2C:3B:70","AzureWaveTec","AzureWave Technology Inc."
22864,"2C:3B:FD","NetstorTechn","Netstor Technology Co., Ltd."
22865,"2C:3C:05","Marinesync","Marinesync Corp"
22866,"2C:3E:BF","HOSINGlobalE","HOSIN Global Electronics Co., Ltd."
22867,"2C:3E:CF","Cisco","Cisco Systems, Inc"
22868,"2C:3F:0B","CiscoMeraki","Cisco Meraki"
22869,"2C:3F:38","Cisco","Cisco Systems, Inc"
22870,"2C:3F:3E","AlgeTiming","Alge-Timing GmbH"
22871,"2C:40:2B","SmartiBlueTe","Smart iBlue Technology Limited"
22872,"2C:40:53","SamsungElect","Samsung Electronics Co.,Ltd"
22873,"2C:41:38","HewlettPacka","Hewlett Packard"
22874,"2C:41:A1","Bose","Bose Corporation"
22875,"2C:42:05","Lytx","Lytx"
22876,"2C:43:1A","YOUHUATechno","Shenzhen YOUHUA Technology Co., Ltd"
22877,"2C:43:BE","SunnovoInter","Sunnovo International Limited"
22878,"2C:44:01","SamsungElect","Samsung Electronics Co.,Ltd"
22879,"2C:44:1B","SpectrumMedi","Spectrum Medical Limited"
22880,"2C:44:FD","HewlettPacka","Hewlett Packard"
22881,"2C:45:9A","DixonTechnol","Dixon Technologies (India) Limited"
22882,"2C:47:59","MEGApreponde","Beijing MEGA preponderance Science & Technology Co. Ltd"
22883,"2C:48:35:00/28","ProgressRail","Progress Rail Services, Inspection and Information Systems"
22884,"2C:48:35:10/28","AdvancedElec","Advanced Electronics Company Ltd"
22885,"2C:48:35:20/28","RheonikMesst","Rheonik Messtechnik GmbH"
22886,"2C:48:35:30/28","NewtraxTechn","Newtrax Technologies Inc"
22887,"2C:48:35:40/28","Geartech","Geartech Ltd"
22888,"2C:48:35:50/28","ScoutSecurit","Scout Security, Inc."
22889,"2C:48:35:60/28","Exertus","Exertus Oy"
22890,"2C:48:35:70/28","Fast","Fast"
22891,"2C:48:35:80/28","DPSElectroni","DPS Electronics"
22892,"2C:48:35:90/28","SureFlap","SureFlap Ltd"
22893,"2C:48:35:A0/28","CollatzTroja","Collatz+Trojan GmbH"
22894,"2C:48:35:B0/28","VisteonAutom","Shanghai Visteon Automotive Electronics System CO. Ltd."
22895,"2C:48:35:C0/28","Santec","Santec Corporation"
22896,"2C:48:35:D0/28","PhasorSoluti","Phasor Solutions Ltd"
22897,"2C:48:35:E0/28","IrootechTech","Irootech Technology Co.,Ltd"
22898,"2C:48:81","vivoMobileCo","vivo Mobile Communication Co., Ltd."
22899,"2C:4A:11","Ciena","Ciena Corporation"
22900,"2C:4B:14","SichuanTiany","Sichuan Tianyi Comheart Telecom Co.,LTD"
22901,"2C:4C:15","JuniperNetwo","Juniper Networks"
22902,"2C:4C:7D","NewH3CTechno","New H3C Technologies Co., Ltd"
22903,"2C:4C:C6","MurataManufa","Murata Manufacturing Co., Ltd."
22904,"2C:4D:54","ASUSTekCOMPU","ASUSTek COMPUTER INC."
22905,"2C:4D:79","WeifangGoert","Weifang Goertek Electronics Co.,Ltd"
22906,"2C:4D:DE","TecnoMobile","Tecno Mobile Limited"
22907,"2C:4E:7D","ChunghuaInte","Chunghua Intelligent Network Equipment Inc."
22908,"2C:4F:52","Cisco","Cisco Systems, Inc"
22909,"2C:50:89","KaixuanVisua","Shenzhen Kaixuan Visual Technology Co.,Limited"
22910,"2C:52:AF","HuaweiTechno","Huawei Technologies Co.,Ltd"
22911,"2C:53:2B","TCTmobile","TCT mobile ltd"
22912,"2C:53:4A","WinyaoElectr","Shenzhen Winyao Electronic Limited"
22913,"2C:53:D7","Sonova","Sonova AG"
22914,"2C:54:2D","Cisco","Cisco Systems, Inc"
22915,"2C:54:91","Microsoft","Microsoft Corporation"
22916,"2C:54:CF","LGElectronic","LG Electronics (Mobile Communications)"
22917,"2C:55:3C","VecimaNetwor","Vecima Networks Inc."
22918,"2C:55:7C","YOUHUATechno","Shenzhen YOUHUA Technology Co., Ltd"
22919,"2C:55:D3","HuaweiTechno","Huawei Technologies Co.,Ltd"
22920,"2C:56:83","ChinaMobileG","China Mobile Group Device Co.,Ltd."
22921,"2C:56:DC","ASUSTekCOMPU","ASUSTek COMPUTER INC."
22922,"2C:57:2C","AllwinnerTec","Allwinner Technology Co., Ltd"
22923,"2C:57:31","WingtechGrou","Wingtech Group (HongKong）Limited"
22924,"2C:57:41","Cisco","Cisco Systems, Inc"
22925,"2C:57:CE","Apple","Apple, Inc."
22926,"2C:58:4F","Commscope","Commscope"
22927,"2C:58:B9","HP","HP Inc."
22928,"2C:58:E8","HuaweiTechno","Huawei Technologies Co.,Ltd"
22929,"2C:59:17","Arcadyan","Arcadyan Corporation"
22930,"2C:59:8A","LGElectronic","LG Electronics (Mobile Communications)"
22931,"2C:59:E5","HewlettPacka","Hewlett Packard"
22932,"2C:5A:05","Nokia","Nokia Corporation"
22933,"2C:5A:0F","Cisco","Cisco Systems, Inc"
22934,"2C:5A:8D","SYSTRONIKEle","SYSTRONIK Elektronik u. Systemtechnik GmbH"
22935,"2C:5A:A3","PromateElect","Promate Electronic Co.Ltd"
22936,"2C:5B:B8","OppoMobileTe","Guangdong Oppo Mobile Telecommunications Corp.,Ltd"
22937,"2C:5B:E1","CentripetalN","Centripetal Networks, Inc"
22938,"2C:5D:34","OppoMobileTe","Guangdong Oppo Mobile Telecommunications Corp.,Ltd"
22939,"2C:5D:93","RuckusWirele","Ruckus Wireless"
22940,"2C:5E:AB","MellanoxTech","Mellanox Technologies, Inc."
22941,"2C:5F:F3","PertronicInd","Pertronic Industries"
22942,"2C:60:0C","QuantaComput","Quanta Computer Inc."
22943,"2C:60:CD","NrElectric","Nr Electric Co., Ltd"
22944,"2C:61:04","FenglianTech","Shenzhen Fenglian Technology Co., Ltd."
22945,"2C:61:F6","Apple","Apple, Inc."
22946,"2C:62:5A","FinestSecuri","Finest Security Systems Co., Ltd"
22947,"2C:62:89","Regenersis","Regenersis (Glenrothes) Ltd"
22948,"2C:63:73","SichuanTiany","Sichuan Tianyi Comheart Telecom Co.,LTD"
22949,"2C:63:A1","HuaweiDevice","Huawei Device Co., Ltd."
22950,"2C:64:1F","Vizio","Vizio, Inc"
22951,"2C:64:F6","WuQiTechnolo","Wu Qi Technologies,Inc."
22952,"2C:65:8D","Cisco","Cisco Systems, Inc"
22953,"2C:66:AD","NimbleTechDi","NimbleTech Digital Inc."
22954,"2C:66:F5","ElectricalAp","Shenzhen Electrical Appliances Co."
22955,"2C:67:98","InTalTech","InTalTech Ltd."
22956,"2C:67:AB","EzelinkTelec","Ezelink Telecom"
22957,"2C:67:BE","DWnetTechnol","DWnet Technologies(Suzhou) Corporation"
22958,"2C:67:FB","ZhengjiliEle","ShenZhen Zhengjili Electronics Co., LTD"
22959,"2C:69:1D:00/28","HunanXiangji","Hunan Xiangjiang Kunpeng Information Technology Co., Ltd."
22960,"2C:69:1D:10/28","KatekSe","Katek Se"
22961,"2C:69:1D:20/28","Abode","Abode Systems Inc"
22962,"2C:69:1D:30/28","Sunsa","Sunsa, Inc"
22963,"2C:69:1D:40/28","Speedtech","Speedtech Corp."
22964,"2C:69:1D:50/28","LGElectronic","LG Electronics Inc."
22965,"2C:69:1D:60/28","CarnegieRobo","Carnegie Robotics"
22966,"2C:69:1D:70/28","GigalightTec","Shenzhen Gigalight Technology Co., Ltd"
22967,"2C:69:1D:80/28","Ibm","Ibm"
22968,"2C:69:1D:90/28","ExLinkTechno","Shenzhen Ex-Link Technology Co.,Ltd"
22969,"2C:69:1D:A0/28","PanasonicApp","Panasonic Appliances Marketing Asia Pacific"
22970,"2C:69:1D:B0/28","DarenHITechE","Shenzhen Daren HI-Tech Electronics Co., Ltd."
22971,"2C:69:1D:C0/28","Aparian","Aparian, Inc."
22972,"2C:69:1D:D0/28","Ascentac","Ascentac Inc."
22973,"2C:69:1D:E0/28","QianhongComm","Chengdu Qianhong Communication Co., Ltd."
22974,"2C:69:3E","HuaweiTechno","Huawei Technologies Co.,Ltd"
22975,"2C:69:BA","RFControls","RF Controls, LLC"
22976,"2C:69:CC","ValeoDetecti","Valeo Detection Systems"
22977,"2C:6A:6F:00/28","ShuncomElect","Shanghai Shuncom Electronic Technology Co.,Ltd"
22978,"2C:6A:6F:10/28","ELKOEPsro","ELKO EP, s.r.o."
22979,"2C:6A:6F:20/28","NanChangLang","NanChang LangJie Technology Co.,Ltd"
22980,"2C:6A:6F:30/28","Cloudproject","Cloudproject Generation Srl"
22981,"2C:6A:6F:40/28","Tinyco","Tinyco"
22982,"2C:6A:6F:50/28","ShenZhenSisS","Shen Zhen Sis Science & Technology Ltd."
22983,"2C:6A:6F:60/28","Beep","Beep, Inc."
22984,"2C:6A:6F:70/28","SmDsp","Sm Dsp Co.,Ltd."
22985,"2C:6A:6F:80/28","MilbankManuf","Milbank Manufacturing Co."
22986,"2C:6A:6F:90/28","LogicIOAps","Logic IO Aps"
22987,"2C:6A:6F:A0/28","Wellntel","Wellntel, Inc."
22988,"2C:6A:6F:B0/28","SchneiderEle","Schneider Electric Korea"
22989,"2C:6A:6F:C0/28","Sensity","Sensity Systems"
22990,"2C:6A:6F:D0/28","Holjeron","Holjeron"
22991,"2C:6A:6F:E0/28","EATONFHFFunk","EATON FHF Funke + Huster Fernsig GmbH"
22992,"2C:6A:6F:F0/28","Private","Private"
22993,"2C:6B:7D","TexasInstrum","Texas Instruments"
22994,"2C:6B:F5","JuniperNetwo","Juniper Networks"
22995,"2C:6D:C1","Intel","Intel Corporate"
22996,"2C:6E:85","Intel","Intel Corporate"
22997,"2C:6F:37","Nokia","Nokia"
22998,"2C:6F:4E","HubeiYuanTim","Hubei Yuan Times Technology Co.,Ltd."
22999,"2C:6F:51","HerospeedDig","Herospeed Digital Technology Limited"
23000,"2C:6F:C9","HonHaiPrecis","Hon Hai Precision Ind. Co.,Ltd."
23001,"2C:70:4F","zte","zte corporation"
23002,"2C:71:55","HiveMotion","HiveMotion"
23003,"2C:71:FF","AmazonTechno","Amazon Technologies Inc."
23004,"2C:72:C3","Soundmatters","Soundmatters"
23005,"2C:73:60","EardaTechnol","Earda Technologies co Ltd"
23006,"2C:73:A0","Cisco","Cisco Systems, Inc"
23007,"2C:75:0F","DongzhouLawt","Shanghai Dongzhou-Lawton Communication Technology Co. Ltd."
23008,"2C:75:CB","Novitec","Novitec Co., Ltd."
23009,"2C:76:00","Apple","Apple, Inc."
23010,"2C:76:8A","HewlettPacka","Hewlett Packard"
23011,"2C:78:0E","HuaweiDevice","Huawei Device Co., Ltd."
23012,"2C:78:4C","ItonTechnolo","Iton Technology Corp."
23013,"2C:79:3D","BoditechMed","Boditech Med"
23014,"2C:79:BE","TpLinkTechno","Tp-Link Technologies Co.,Ltd."
23015,"2C:79:D7","SagemcomBroa","Sagemcom Broadband SAS"
23016,"2C:7A:F4:00/28","Annapurnalab","Annapurna labs"
23017,"2C:7A:F4:10/28","Annapurnalab","Annapurna labs"
23018,"2C:7A:F4:20/28","Delmatic","Delmatic Limited"
23019,"2C:7A:F4:30/28","YitoaDigital","Shenzhen Yitoa Digital Technology Co., Ltd."
23020,"2C:7A:F4:40/28","KegaoIntelli","Kegao Intelligent Garden Technology(Guangdong) Co.,Ltd."
23021,"2C:7A:F4:50/28","Annapurnalab","Annapurna labs"
23022,"2C:7A:F4:60/28","ShangYuAutoT","ShangYu Auto Technology Co.,Ltd"
23023,"2C:7A:F4:70/28","JinanLinkCtr","Jinan LinkCtrl IoT Co., Ltd"
23024,"2C:7A:F4:80/28","XianPESCOEle","Xi'an PESCO Electronic Technology Co., Ltd"
23025,"2C:7A:F4:90/28","4neXts","4neXt S.r.l.s."
23026,"2C:7A:F4:A0/28","Risuntek","Risuntek Inc"
23027,"2C:7A:F4:B0/28","AriraPlatfor","Arira Platforms, LLC"
23028,"2C:7A:F4:C0/28","Reonel","Reonel Oy"
23029,"2C:7A:F4:D0/28","FlextronicsA","Flextronics Automotive USA, Inc"
23030,"2C:7A:F4:E0/28","NYBSYS","NYBSYS Inc"
23031,"2C:7B:5A","Milper","Milper Ltd"
23032,"2C:7B:84","OOOPetrTeleg","OOO Petr Telegin"
23033,"2C:7B:A0","Intel","Intel Corporate"
23034,"2C:7C:E4","TianyuInform","Wuhan Tianyu Information Industry Co., Ltd."
23035,"2C:7C:F2","Apple","Apple, Inc."
23036,"2C:7E:81","Commscope","Commscope"
23037,"2C:7E:CF","Onzo","Onzo Ltd"
23038,"2C:80:65","HARTINGNorth","HARTING Inc. of North America"
23039,"2C:81:58","HonHaiPrecis","Hon Hai Precision Ind. Co.,Ltd."
23040,"2C:81:BF","Apple","Apple, Inc."
23041,"2C:82:17","Apple","Apple, Inc."
23042,"2C:86:D2","Cisco","Cisco Systems, Inc"
23043,"2C:8A:72","HTC","HTC Corporation"
23044,"2C:8A:C7","UbeeInteract","Ubee Interactive Co., Limited"
23045,"2C:8B:F2","HitachiMetal","Hitachi Metals America Ltd"
23046,"2C:8D:37","Virtium","Virtium"
23047,"2C:8D:48","SmartInnovat","Smart Innovation LLC"
23048,"2C:8D:B1","Intel","Intel Corporate"
23049,"2C:91:27","Eintechno","Eintechno Corporation"
23050,"2C:91:AB","AVMAudiovisu","AVM Audiovisuelles Marketing und Computersysteme GmbH"
23051,"2C:92:2C","KishuGikenKo","Kishu Giken Kogyou Company Ltd,."
23052,"2C:93:FB","SercommFranc","Sercomm France Sarl"
23053,"2C:94:52","HuaweiTechno","Huawei Technologies Co.,Ltd"
23054,"2C:94:64","Cincoze","Cincoze Co., Ltd."
23055,"2C:95:20","Apple","Apple, Inc."
23056,"2C:95:69","Commscope","Commscope"
23057,"2C:95:7F","zte","zte corporation"
23058,"2C:96:62","Invenit","Invenit BV"
23059,"2C:96:82","MitraStarTec","MitraStar Technology Corp."
23060,"2C:97:17","ICY","I.C.Y. B.V."
23061,"2C:97:B1","HuaweiTechno","Huawei Technologies Co.,Ltd"
23062,"2C:97:ED","SonyImagingP","Sony Imaging Products & Solutions Inc."
23063,"2C:98:11","CloudNetwork","Cloud Network Technology Singapore Pte. Ltd."
23064,"2C:99:24","Commscope","Commscope"
23065,"2C:99:75","SamsungElect","Samsung Electronics Co.,Ltd"
23066,"2C:9A:A4","Eolo","Eolo SpA"
23067,"2C:9C:58","CloudNetwork","Cloud Network Technology Singapore Pte. Ltd."
23068,"2C:9D:1E","HuaweiTechno","Huawei Technologies Co.,Ltd"
23069,"2C:9D:4B","LavelleNetwo","Lavelle Networks Private Limited"
23070,"2C:9D:5A","FlaircommMic","Flaircomm Microelectronics,Inc."
23071,"2C:9D:65","vivoMobileCo","vivo Mobile Communication Co., Ltd."
23072,"2C:9D:90","MellanoxTech","Mellanox Technologies, Inc."
23073,"2C:9E:00","SonyInteract","Sony Interactive Entertainment Inc."
23074,"2C:9E:5F","Commscope","Commscope"
23075,"2C:9E:E0","Cavli","Cavli Inc."
23076,"2C:9E:EC","JabilCircuit","Jabil Circuit Penang"
23077,"2C:9E:FC","Canon","Canon Inc."
23078,"2C:9F:FB","WNC","WNC Corporation"
23079,"2C:A0:2F","Veroguard","Veroguard Systems Pty Ltd"
23080,"2C:A0:42","HuaweiDevice","Huawei Device Co., Ltd."
23081,"2C:A1:57","acromate","acromate, Inc."
23082,"2C:A1:7D","Commscope","Commscope"
23083,"2C:A2:B4","FortifyTechn","Fortify Technologies, LLC"
23084,"2C:A3:0E","PowerDragonD","Power Dragon Development Limited"
23085,"2C:A3:27","OraimoTechno","Oraimo Technology Limited"
23086,"2C:A5:39","ParallelWire","Parallel Wireless, Inc"
23087,"2C:A5:9C","HikvisionDig","Hangzhou Hikvision Digital Technology Co.,Ltd."
23088,"2C:A7:74","TexasInstrum","Texas Instruments"
23089,"2C:A7:80","TrueTechnolo","True Technologies Inc."
23090,"2C:A7:97","HuaweiTechno","Huawei Technologies Co.,Ltd"
23091,"2C:A7:9E","HuaweiTechno","Huawei Technologies Co.,Ltd"
23092,"2C:A7:EF","OnePlusTechn","OnePlus Technology (Shenzhen) Co., Ltd"
23093,"2C:A8:35","Rim","Rim"
23094,"2C:A8:9C","Creatz","Creatz inc."
23095,"2C:A9:F0","OppoMobileTe","Guangdong Oppo Mobile Telecommunications Corp.,Ltd"
23096,"2C:AA:8E","WyzeLabs","Wyze Labs Inc"
23097,"2C:AB:00","HuaweiTechno","Huawei Technologies Co.,Ltd"
23098,"2C:AB:25","GongjinElect","Shenzhen Gongjin Electronics Co.,Lt"
23099,"2C:AB:33","TexasInstrum","Texas Instruments"
23100,"2C:AB:46","RuckusWirele","Ruckus Wireless"
23101,"2C:AB:A4","CiscoSPVTG","Cisco SPVTG"
23102,"2C:AB:EB","Cisco","Cisco Systems, Inc"
23103,"2C:AB:EE","EMMicroelect","EM Microelectronic"
23104,"2C:AC:44","Conextop","Conextop"
23105,"2C:AD:13","ZhiluTechnol","Shenzhen Zhilu Technology Co.,Ltd"
23106,"2C:AE:2B","SamsungElect","Samsung Electronics Co.,Ltd"
23107,"2C:AE:46","CloudNetwork","Cloud Network Technology Singapore Pte. Ltd."
23108,"2C:AF:C4","Private","Private"
23109,"2C:B0:5D","Netgear","Netgear"
23110,"2C:B0:DF","SolitonTechn","Soliton Technologies Pvt Ltd"
23111,"2C:B0:FD","MiaoMingInte","Shenzhen MiaoMing Intelligent Technology Co.,Ltd"
23112,"2C:B1:15","IntegratedDe","Integrated Device Technology (Malaysia) Sdn. Bhd."
23113,"2C:B1:B7","MellanoxTech","Mellanox Technologies, Inc."
23114,"2C:B2:1A","Phicomm","Phicomm (Shanghai) Co., Ltd."
23115,"2C:B3:01","HonorDevice","Honor Device Co., Ltd."
23116,"2C:B4:3A","Apple","Apple, Inc."
23117,"2C:B4:71","TuyaSmart","Tuya Smart Inc."
23118,"2C:B6:8F","HuaweiTechno","Huawei Technologies Co.,Ltd"
23119,"2C:B6:93","Radware","Radware"
23120,"2C:B6:9D","REDDigitalCi","RED Digital Cinema"
23121,"2C:B6:C2","zte","zte corporation"
23122,"2C:B6:C8","RaisecomTech","Raisecom Technology CO., LTD"
23123,"2C:B7:A1","HuaweiDevice","Huawei Device Co., Ltd."
23124,"2C:B8:ED","SonicWall","SonicWall"
23125,"2C:BA:BA","SamsungElect","Samsung Electronics Co.,Ltd"
23126,"2C:BA:CA","CosonicElect","Cosonic Electroacoustic Technology Co., Ltd."
23127,"2C:BC:87","Apple","Apple, Inc."
23128,"2C:BC:BB","Espressif","Espressif Inc."
23129,"2C:BE:08","Apple","Apple, Inc."
23130,"2C:BE:97","Ingenieurbue","Ingenieurbuero Bickele und Buehler GmbH"
23131,"2C:BE:EB","NothingTechn","Nothing Technology Limited"
23132,"2C:BE:EE","NothingTechn","Nothing Technology Limited"
23133,"2C:C1:F4","NokiaSolutio","Nokia Solutions and Networks India Private Limited"
23134,"2C:C2:53","Apple","Apple, Inc."
23135,"2C:C2:60","Oracle","Oracle Corporation"
23136,"2C:C3:E6","BilianElectr","Shenzhen Bilian Electronic Co.，Ltd"
23137,"2C:C4:07","machineQ","machineQ"
23138,"2C:C4:4F:00/28","SyeconmaxTec","Shenzhen Syeconmax Technology Co. Ltd"
23139,"2C:C4:4F:10/28","Joyoful","Joyoful"
23140,"2C:C4:4F:20/28","VecimaNetwor","Vecima Networks Inc."
23141,"2C:C4:4F:30/28","somon","somon"
23142,"2C:C4:4F:40/28","SilingRobotT","Beijing Siling Robot Technology Co.,Ltd"
23143,"2C:C4:4F:50/28","MohanElectro","Mohan Electronics And Systems (Optivision)"
23144,"2C:C4:4F:60/28","HM","HM Corporation Ltd."
23145,"2C:C4:4F:70/28","NSKDentalIta","NSK Dental Italy"
23146,"2C:C4:4F:80/28","WuxiYikesenI","Wuxi Yikesen Intelligent Technology Co., Ltd"
23147,"2C:C4:4F:90/28","KasperskyLab","Kaspersky Lab Middle-East FZ-LLC"
23148,"2C:C4:4F:A0/28","OneThingTech","Shenzhen OneThing Technologies Co.,Ltd."
23149,"2C:C4:4F:B0/28","CAMSNewEnerg","CAMS New Energy Technology Co., Ltd."
23150,"2C:C4:4F:C0/28","XiaoquZhipin","Beijing Xiaoqu Zhipin Technology Co., Ltd"
23151,"2C:C4:4F:D0/28","FanlianYundu","Shanghai Fanlian Yunduan Electronic Technology Co.,Ltd"
23152,"2C:C4:4F:E0/28","Elcos","Elcos srl"
23153,"2C:C5:46","HuaweiDevice","Huawei Device Co., Ltd."
23154,"2C:C5:48","IAdea","IAdea Corporation"
23155,"2C:C5:D3","RuckusWirele","Ruckus Wireless"
23156,"2C:C6:82","QuectelWirel","Quectel Wireless Solutions Co.,Ltd."
23157,"2C:C6:A0","LumacronTech","Lumacron Technology Ltd."
23158,"2C:C8:1B","Routerboardc","Routerboard.com"
23159,"2C:C8:F5","HuaweiDevice","Huawei Device Co., Ltd."
23160,"2C:CA:0C","WithusPlanet","Withus Planet"
23161,"2C:CA:16","Apple","Apple, Inc."
23162,"2C:CA:75","RobertBoschA","Robert Bosch GmbH AnP"
23163,"2C:CC:15","Nokia","Nokia Corporation"
23164,"2C:CC:44","SonyInteract","Sony Interactive Entertainment Inc."
23165,"2C:CC:7A","AltoBeam","AltoBeam Inc."
23166,"2C:CC:E6","SkyworthDigi","Skyworth Digital Technology(Shenzhen) Co.,Ltd"
23167,"2C:CD:27","Precor","Precor Inc"
23168,"2C:CD:43","SummitTechno","Summit Technology Group"
23169,"2C:CD:69","Aqavicom","Aqavi.com"
23170,"2C:CE:1E","Cloudtronics","Cloudtronics Pty Ltd"
23171,"2C:CF:58","HuaweiTechno","Huawei Technologies Co.,Ltd"
23172,"2C:CF:67","RaspberryPi","Raspberry Pi (Trading) Ltd"
23173,"2C:D0:2D","Cisco","Cisco Systems, Inc"
23174,"2C:D0:5A","LiteonTechno","Liteon Technology Corporation"
23175,"2C:D0:66","XiaomiCommun","Xiaomi Communications Co Ltd"
23176,"2C:D1:41:00/28","iCIRROUND","iCIRROUND Inc"
23177,"2C:D1:41:10/28","Ezee","Ezee Systems Limited"
23178,"2C:D1:41:20/28","IntelliLUM","IntelliLUM"
23179,"2C:D1:41:30/28","AOptixTechno","AOptix Technologies, Inc"
23180,"2C:D1:41:40/28","RWELE&TEC","Shanghai RW ELE&TEC CO.,LTD"
23181,"2C:D1:41:50/28","Zenic","Zenic Inc."
23182,"2C:D1:41:60/28","BoweiTechnol","Bowei Technology Company Limited"
23183,"2C:D1:41:70/28","XiaMen35comT","XiaMen 35.com Technology Co,.Ltd."
23184,"2C:D1:41:80/28","Minno","Minno LLC"
23185,"2C:D1:41:90/28","HexingChuang","Beijing Hexing Chuangxiang Technology Co., Ltd."
23186,"2C:D1:41:A0/28","FiberroadTec","Fiberroad Technology Co., Ltd."
23187,"2C:D1:41:B0/28","ResusIndustr","Resus Industries"
23188,"2C:D1:41:C0/28","PINSHANGLED","PIN SHANG LED Co., LTD."
23189,"2C:D1:41:D0/28","Square","Square Inc."
23190,"2C:D1:41:E0/28","CitaSmartSol","Cita Smart Solutions Ltd"
23191,"2C:D1:41:F0/28","Private","Private"
23192,"2C:D1:C6","MurataManufa","Murata Manufacturing Co., Ltd."
23193,"2C:D1:DA","KeysightTech","Keysight Technologies, Inc."
23194,"2C:D2:6B","FnLinkTechno","Fn-Link Technology Limited"
23195,"2C:D2:E3","GuangzhouAos","Guangzhou Aoshi Electronic Co.,Ltd"
23196,"2C:D2:E7","Nokia","Nokia Corporation"
23197,"2C:D3:AD","TexasInstrum","Texas Instruments"
23198,"2C:D4:44","Fujitsu","Fujitsu Limited"
23199,"2C:D7:FF","LANCOM","LANCOM Systems GmbH"
23200,"2C:D8:AE","SEIRobotics","Shenzhen SEI Robotics Co.,Ltd"
23201,"2C:D8:DE","AltoBeam","AltoBeam Inc."
23202,"2C:D9:74","HuiZhouGaosh","Hui Zhou Gaoshengda Technology Co.,LTD"
23203,"2C:DA:3F","DongGuanRama","DongGuan Ramaxel Memory Technology Limited"
23204,"2C:DA:46","SamsungElect","Samsung Electronics Co.,Ltd"
23205,"2C:DB:07","Intel","Intel Corporate"
23206,"2C:DC:78","Descartes","Descartes Systems (USA) LLC"
23207,"2C:DC:AD","WNC","WNC Corporation"
23208,"2C:DC:C1","EMMicroelect","EM Microelectronic"
23209,"2C:DC:D7","AzureWaveTec","AzureWave Technology Inc."
23210,"2C:DD:0C","Discovergy","Discovergy GmbH"
23211,"2C:DD:5F","iCommSemicon","Shenzhen iComm Semiconductor CO.,LTD"
23212,"2C:DD:95","TaicangT&WEl","Taicang T&W Electronics"
23213,"2C:DD:A3","PointGreyRes","Point Grey Research Inc."
23214,"2C:DD:E9","AristaNetwor","Arista Networks"
23215,"2C:DE:DF","KonaixinPrec","Guangxi Konaixin Precision Technology Co., Ltd"
23216,"2C:DE:F5","TVSREGZA","TVS REGZA Corporation"
23217,"2C:DF:68","Apple","Apple, Inc."
23218,"2C:DF:E6","RaisecomTech","Raisecom Technology CO., LTD"
23219,"2C:E0:32","TCLKingElect","TCL King Electrical Appliances(Huizhou)Co.,Ltd"
23220,"2C:E0:99","FujianStarNe","Fujian Star-Net Communication Co.,Ltd"
23221,"2C:E1:87","NewH3CTechno","New H3C Technologies Co., Ltd"
23222,"2C:E2:A8","DeviceDesign","DeviceDesign"
23223,"2C:E2:D9","HuaweiDevice","Huawei Device Co., Ltd."
23224,"2C:E3:10","Stratacache","Stratacache"
23225,"2C:E3:8E","Cisco","Cisco Systems, Inc"
23226,"2C:E4:12","SagemcomBroa","Sagemcom Broadband SAS"
23227,"2C:E6:4D","GDMideaAirCo","GD Midea Air-Conditioning Equipment Co.,Ltd."
23228,"2C:E6:CC","RuckusWirele","Ruckus Wireless"
23229,"2C:E8:71","AlertMetalgu","Alert Metalguard ApS"
23230,"2C:EA:7F","Dell","Dell Inc."
23231,"2C:EA:DA","ICCIntellige","ICC Intelligent Platforms GmbH"
23232,"2C:EA:DC","AskeyCompute","Askey Computer Corp"
23233,"2C:EA:FC","Intel","Intel Corporate"
23234,"2C:EC:A6","HuaweiTechno","Huawei Technologies Co.,Ltd"
23235,"2C:EC:F7","SDMCTechnolo","Shenzhen SDMC Technology CO.,Ltd."
23236,"2C:ED:89","HuaweiTechno","Huawei Technologies Co.,Ltd"
23237,"2C:ED:B0","HuaweiTechno","Huawei Technologies Co.,Ltd"
23238,"2C:ED:EB","AlpheusDigit","Alpheus Digital Company Limited"
23239,"2C:EE:26","PetroleumGeo","Petroleum Geo-Services"
23240,"2C:F0:5D","MicroStarINT","Micro-Star INTL CO., LTD."
23241,"2C:F0:A2","Apple","Apple, Inc."
23242,"2C:F0:EE","Apple","Apple, Inc."
23243,"2C:F1:BB","zte","zte corporation"
23244,"2C:F2:03","EmkoElektron","Emko Elektronik San Ve Tic As"
23245,"2C:F2:95","HuaweiDevice","Huawei Device Co., Ltd."
23246,"2C:F2:A5","SagemcomBroa","Sagemcom Broadband SAS"
23247,"2C:F4:32","Espressif","Espressif Inc."
23248,"2C:F4:C5","Avaya","Avaya Inc"
23249,"2C:F7:F1","SeeedTechnol","Seeed Technology Inc."
23250,"2C:F8:14","Cisco","Cisco Systems, Inc"
23251,"2C:F8:9B","Cisco","Cisco Systems, Inc"
23252,"2C:F8:EC","QuectelWirel","Quectel Wireless Solutions Co.,Ltd."
23253,"2C:FA:A2","AlcatelLucen","Alcatel-Lucent Enterprise"
